name,category,review.point,price,description
"glenfarclas, 1974 vintage, 57.4%",Single Malt Scotch,91,250,"dark, chestnut-copper color suggests a sherry cask, and one nosing confirms it. a very multi-faceted whisky-the sherry is quite profound, but there’s a lot going on in addition to the sherry. deep, succulent, and chewy on the palate, with fig cake, raisins, old rum, tobacco, pencil shavings, and almond fudge. quite a mouthful! 
"
"glenfarclas 175th anniversary, 43%",Single Malt Scotch,91,131,"first things first — congratulations to the grants of glenfarclas on attaining their 175th anniversary. to celebrate, they have vatted together a cask from 1952 with one each from the following five decades — and released it at an exceptionally reasonable price! the nose has a lift of struck match immediately followed by cedar, pomegranate, blackberry jam, and seville orange. there’s a thick caramel toffee sweetness to the palate alongside the classic ’farclas depth where dried, but sweet, fruits repose. recommended.  £80 (dave broom) (value pick) "
"glenfarclas family cask 1970 (cask 140), 57.1%",Single Malt Scotch,91,530,"another first fill sherry butt, giving its typical reddish-brown hue. this runs more into the clove, cassia, and allspice area than just dried fruit. while maturity is obvious, and there’s even a hint of dunnage/leatheriness, it is the concentrated fruit sweetness that surprises here. the distillery has fought back against the cask, and while still crepuscular in nature, there is a rich, concentrated, and mellow glow at its heart. £345"
"the coronation (distilled at glenfarclas) 1953, 51.1%",Single Malt Scotch,91,9500,"only 60 bottles have been released from this 60 year old first-fill sherry cask. amazingly, the nose is not dominated by wood, but is mature and concentrated with the aroma of rain-moistened tweed, tropical fruit, blonde tobacco, cedar, and chanterelle mushroom. this elegantly faded, sepia-tinted impression continues on the tongue: fine-boned, mossy, clean, and slowly drying. a classic example of oxidation, not woodiness, allowing
freshness to be retained. amazing. (the whisky exchange exclusive.) £6,000"
"glenfiddich, cask #4414, 1977 vintage, 54.1%",Single Malt Scotch,91,750,"very elegant and refined. obviously this whisky was aged in a pristine sherry cask. the flavors are quite clean and well-defined. gently sweet and fruity, with golden raisin, candy apple, and red raspberry jam. there’s delicate pineapple, dried cherry, coconut, and vanilla too, with a polished oak finish. a very classy glenfiddich. not as bold and spicy as last year’s 1976 vintage (which i had a hand in selecting but, ironically, don’t like as much). this new vintage approaches the caliber of the 1973 vintage release from two years ago which i still think is the best one in recent years. 
"
"glenfiddich winter storm 21 year old, 43%",Single Malt Scotch,91,250,"glenfiddich’s experimental series continues with this expression, finished for up to 6 months in ice wine casks sourced from peller estates winery in ontario, canada. concentrated aromas of canned peaches in syrup, vanilla, and clotted cream. silky on the palate, with a carryover of peaches from the nose and succulent blood oranges. the finish is medium in length, slowly drying, but fruity to the end. (7,800 bottles in u.s.)"
"glenglassaugh 30 year old, 44.8%",Single Malt Scotch,91,395,"the first release from the new owners of glenglassaugh distillery is obviously intended as a showpiece expression, and it does not disappoint. due in the states next year. damp moss and cedar on the early nose. sultanas, candied orange, maraschino cherries, and sherry. treacle notes in time. spicy fruits, figs, brittle toffee, sherry, and ginger on the mellow yet robust palate. the finish is medium in length, with allspice and old oak, plus a wisp of tarry smoke. £245"
"murray mcdavid 'mission' (distilled at glenlivet) 1974, 46%",Single Malt Scotch,91,150,"deep gold color. incredibly complex, subtle aromas of vanilla, honey, marshmallow, tropical fruit (pineapple, peaches, coconut), floral notes and a hint of almonds. medium-full in body, and firm. on the palate, the flavors are complex and exhibit the same notes as the aroma, starting out gently sweet, but gradually becoming fruity and eventually drying out on the finish. 
"
"the glenlivet nadurra triumph 1991, 48%",Single Malt Scotch,91,85,"richly textured with mouth-coating malt that is balanced by an array of lively fruit (fresh peach, nectarine, tangerine, pears in honey, and delicately caramelized pineapple). creamy caramel, crème brûlée, anise, and subtle toasted marshmallow add complexity, as does its gently spicy, pleasingly dry finish. two years older than the standard 16 year old nadurra (which i like for its vibrancy and freshness). this new triumph 1991 is richer and more textured, with more caramelized sugars, riper barley, and greater fruit impact. more mouth-coating too. (exclusive to the u.s.)
"
"the glenlivet cellar collection 1980 (bottled 2011), 43.3%",Single Malt Scotch,91,1593,"a vatting of three first-fill american oak casks, for me this is the most lifted and effusive of the ongoing cellar collection range. the nose is full of aromas of anise, blackcurrant leaf, honeysuckle, jasmine, frangipani flowers, and a subtle almond sweetness. the palate continues in similar vein with more spice and just sufficient oak to add distinct structure and a coconut character. sublime. it won’t, however, be released in the u.s. £1,000"
"glenmorangie, 25 year old, 43%",Single Malt Scotch,91,875,"quite deep for a glenmorangie, but still surprisingly balanced. glenmorangie is a lighter-style spirit and, in the past, some of the older vintage expressions were heavy-handed on the wood. the oak aging is obvious on the nose, but this whisky manages to walk the thin line between enjoying the maturity and depth of an older whisky without too much oak influence.
"
"glenmorangie bacalta, 46%",Single Malt Scotch,91,100,"the 8th private edition release. this one is finished in sun-baked casks which previously contained malmsey madeira. a predominantly sweet and fruity whisky, with caramel, honeyed almonds, peaches in syrup, and orange scone. soft, soothing finish. delicious!"
"glenrothes, 1987 vintage, 43%",Single Malt Scotch,91,100,"the most recent vintage from the 1980s. this whisky is very bright and lively. it dances on the palate with orange, tangerine, and lemon gum drops, balanced by vanilla, light caramel, hint of anise, and delicate oak. a whisky with great finesse and drinkability. 
"
"lagavulin, distillers' edition, 1991 vintage, 43%",Single Malt Scotch,91,100,"more polished and sophisticated than the comparably sweet and lush lagavulin 21 year old also reviewed here. the pedro ximinez cask finish certainly gives as much as it takes away when compared to the benchmark 16 year old. an array of complex ripe fruit, interwoven with notes of pot still rum, toffee, tar, seaweed, and brine on the finish. it seems logical to marry this big, smoky islay whisky with an equally big, sweet, fruity sherry. in this case, the marriage works wonderfully.
"
"lagavulin, 52.5%",Single Malt Scotch,91,112,"you want and expect rich and peaty malt from lagavulin and you get it here in droves, though not in the most obvious way. this version is somewhere between the cask strength 12 year old and the distiller’s edition, rather than the standard 16 year old, but it’s an absolute peach and a treat for lovers of this distillery. the nose is constrained and shy at first, with lychee and kiwi fruit offering a sweet and gentle carpet to coastal peaty notes. the palate is big, rich, full, and peppered, with sharp apple and citrus fruits. it benefits from water, too, as there’s a delightful swell of fruit, chili, peat, and soft licorice. as with all great lagavulins, the tarry peatiness lingers longest in the finish."
"laphroaig, 30 year old, 43%",Single Malt Scotch,91,225,"deep amber color. wonderfully complex, and nicely balanced aroma and flavor of vanilla sweetness, tarry rope, oak, toffee, seaweed, and brine. medium to full in body, and creamy in texture, with a finish that doesn't quit."
"laphroaig quarter cask, 48%",Single Malt Scotch,91,50,"the whisky begins sweet and creamy, with notes of vanilla, honey, and ripe malt (reminiscent of a malting floor). then the laphroaig signature peat smoke, seaweed, tar, and medicinal notes emerge. bottling at 48% and without chill-filtering keeps the whisky from being dulled down. a whisky that is very dynamic. nicely done. 
"
"hart brothers (distilled at laphroaig), 1990 vintage, 18 year old, 46%",Single Malt Scotch,91,135,"bottled at 46% and not chill-filtered. smart move! it really helps this whisky. this is a soft — almost elegant — laphroaig (if that’s not an oxymoron). very clean, with honeyed malt, ripe barley, brine, seaweed, and peat smoke, with just a teasing of the medicinal, band-aid notes that laphroaig is known for. the owner-bottled 18 year old, which i rated a 90, is darker and drier, with more oak on the finish. i like this hart brothers expression just a little better."
