name,category,review.point,price,description,percent
"highland park 15 year old, 43%",Single Malt Scotch,90,60.0,"a new expression due out in march positioned between the 12 and 18 year old versions a fresh and enormously drinkable whisky very silky with honeyed malt delicate citrus and berry fruit floral notes heather and lavender and a hint of cocoa and sea spray 
",43.0
"highland park 12 year old, 40%",Single Malt Scotch,90,46.0,highland park 12 year old boasts individuality and complexity thanks in part to the use of orcadian peat in the distillery floor maltings and the employment of exsherry casks for maturation the nose is fragrant and floral with hints of heather and some spice smooth and honeyed on the palate with citrus fruits malt and distinctive tones of wood smoke in the warm lengthy slightly peaty finish,40.0
"highland park thor 16 year old, 52.1%",Single Malt Scotch,90,200.0,thor is the first in highland park’s new cask strength valhalla collection with a fresh expression inspired by the nordic gods due to be released annually over the next four years ginger sherry christmas spices wood smoke vanilla and a hint of lemon on the complex confident nose notably spicy in the mouth with peaches clotted cream sherry and more smoke long in the finish with lots of ginger a little aniseed and finally spicy peat  ,52.1
"highland park fire, 45.2%",Single Malt Scotch,90,300.0,fire is the first highland park expression to be fully matured in “refill port wineseasoned casks” and it carries a 15 year age statement very fruity on the noseraspberries and prunes plus lightlysmoked pineapple and vanilla more smoky spicy fruit features on the palate with a light sprinkling of cinnamon the peat dries to leave ashy licorice and black pepper in a lingering finish the port is pleasingly discreet 4938 bottles for the us,45.2
"jura 1977 vintage, 46%",Single Malt Scotch,90,900.0,this vintage expression from jura has been matured in three firstfill bourbon casks and then finished for one year in a ruby port pipe just 498 bottles have been released apricots pineapple caramel butterscotch sultanas and white chocolate on the nose the palate is warm and spicy with subtle pine and citrus fruits along with coconut and a hint of peat long in the finish with more vanilla before dried fruits and oak kick in the delicate peat remains,46.0
"lagavulin, 12 year old 2009 release, 57.9% ",Single Malt Scotch,90,75.0,"the aromas are tightly bound but a little water releases them nicely a powerful dram with tarry leafy coal ash caramel apple and driftwood notes even a little soapy not necessarily a negative more subtle floral notes heather violet earl grey tea and smoked fish long damp peat smoke and charcoal finish
",57.9
"lagavulin 18 year old fèis ìle 2016 bottling, 49.5%",Single Malt Scotch,90,162.0,it’s been quite a year for lagavulin a 25 year old is due but no sample at the time of writing this was a 6000strong bottling aged in refill hoggies and ‘bodega’ butts initially restrained and mildly oxidized it shows angelica a spritz of lemon juice on potted shrimp then fennel pollen and water mint the smoke is pulled back the palate has orchard fruits creosote and moss lagavulin’s top notes accentuated but with the depth of age £125,49.5
"laphroaig, 18 year old, 48%",Single Malt Scotch,90,90.0,very smooth for laphroaig  the extra aging has mellowed this whisky soothing honeyed malt creamy vanilla and toffee provide a bed for peat smoke charcoal and tar along with more subtle brine smoked seaweed anise ginger and citrus a gentler creamier more tactile less medicinal laphroaig when compared to some of its siblings will you prefer the new 18 year old to the 15 year old it is replacing? that depends i enjoy the balance and subtle complexity of flavors with the 15 year old but i also like the enhanced richness and mouthcoating creaminess of the 18 the higher strength and no chillfiltering of the 18 is certainly a bonus side note i know this is a moot point now but i would like to have seen the 15 year old bottled at 48% rather than 43%,48.0
"laphroaig triple wood, 48%",Single Malt Scotch,90,100.0,similar to laphroaig quarter cask but also finished in oloroso sherry casks fruit and smoke fleshy red berries red licorice toffee ripe barley coal tar sunbaked seaweed peat smoke and a hint of coffee grounds tarry finish i rated the quarter cask a 91 and i think this whisky is similar in quality if you like sherryinfluenced whiskies then go for the triple wood if not then consider the quarter cask currently exclusive to travel retail and european specialist retailers,48.0
"laphroaig 32 year old, 46.5%",Single Malt Scotch,90,1500.0,a very special anniversary bottling this is oldstyle brooding laphroaig fully mature and rich it shows that classic roiling mass of kelp oil and brine always balanced by sweetness in this case autumn berry fruits malt adds a crunchiness the palate is gentle and slow with the characteristic camphoraceous lift of bog myrtle on the back palate which is all that remains of the smoke pricey yes but rare get saving,46.5
"loch lomond 18 year old, 46%",Single Malt Scotch,90,99.0,the 18 year old is loch lomond’s flagship single malt and marks the improvement in quality from this distillery during recent years the nose offers peaches and vanilla mild spice pipe tobacco and a hint of sweet wood smoke nicely textured with bold sweet citrus fruit flavors vanilla almonds and cocoa nutty gently spicy with cocoa and a hint of coffee in the lengthy subtly peated finish,46.0
"longmorn 16 year old, 48%",Single Malt Scotch,90,252.0,having replaced the 16 year old longmorn with a no age statement distiller’s choice owner chivas brothers reintroduced the16 year old vanilla milk chocolate and honey on the nose plus quite intense sweet pear and apple notes more rich fruit notes on the nicely textured palate with vanilla and milk chocolate carrying over from the nose plus raisins the finish is long and silky smooth,48.0
"the macallan 1861 replica, 42.7%",Single Malt Scotch,90,180.0,"antique amber color aromas of toffee and malt with interwoven dried fruit flowers and spicesa real potpourri rich lush body rich flavors of toffee wood resin spices and citrus finishing with notes of malt toffee and a hint of leather and smoke 
",42.7
"macallan easter elchies, 52.3%",Single Malt Scotch,90,185.0,this is like a blast from the past with much in common with the sherried cask strength of old and a welcome treat for any fan of the big sherried macallans all the red berry and blood orange notes are present on the nose along with cocoa and a dusty smokiness the palate is full velvety and chewy with christmas cake oranges and some nuttiness nutmeg and cinnamon fill out the mouth feel before a long and classic sherried finish ,52.3
"gordon & macphail distilled at macallan 1970 41 year old, 43%",Single Malt Scotch,90,700.0,on more familiar ground with this g&m bottling of one of speyside’s most iconic single malts this is macallan in fullon sherried form highly aromatic with powdered clove hints of incense and fig behind which is cacao bolivar cigar and molasses the palate has immediate smoke and surprisingly gentle tannins  the inherent oiliness of the spirit keeping any grip at bay very long leathery prunelike think armagnac and dense a classic afterdinner mouthfiller,43.0
"adelphi distilled at macallan 14 year old 1997, 51.6%",Single Malt Scotch,90,117.0,here is macallan in fullblown masculine mode initially it seems tight and sherry cask driven but soon you are taken into a winter kitchen with scents of venison and appropriate rowanberry edges adding a sweet and sour fruitiness that wild berry note is given another nudge by a whiff of burning juniper the palate shows it to be thick with a quivering mass of black fruits and a finish of molasses and licorice a feast £75,51.6
